director_name_id,director_name,actor_name,,
506,Peter Howitt,Jeanne Tripplehorn,,
1548,Rusty Cundieff,Corbin Bernsen,,
372,Kevin Macdonald,David Oyelowo,,
1549,Dominique Othenin-Girard,Donald Pleasence,,
777,Richard Linklater,Matthew McConaughey,,
1550,Jean-Jacques Mantello,Charlotte Rampling,,
931,Ed Harris,John Heard,,
1551,Risa Bramon Garcia,Janeane Garofalo,,
1552,Brian Klugman,J.K. Simmons,,
1553,Matt Piedmont,Will Ferrell,,
1554,Raymond De Felitta,Ezra Miller,,
1555,John Michael McDonagh,Don Cheadle,,
1556,Deb Hagan,Drake Bell,,
572,Sofia Coppola,Kirsten Dunst,,
1222,Mark Herman,Jim Broadbent,,
1557,Zach Cregger,Hugh M. Hefner,,
1558,Zach Braff,Jim Parsons,,
1559,Mark Tarlov,Sarah Michelle Gellar,,
114,NA,Francis Capra,,
1560,John Cameron Mitchell,John Cameron Mitchell,,
1058,Sheldon Lettich,Antoni Corone,,
1561,Jon Knautz,Rachel Alig,,
945,Billy Ray,Hayden Christensen,,
1562,David Atkins,Chelcie Ross,,
1563,Patrick Stettner,Stockard Channing,,
1564,Sam Peckinpah,William Holden,,
692,Jonathan Levine,Mary-Kate Olsen,,
1565,Michael Crichton,Lesley-Anne Down,,
1506,Lynne Ramsay,Samantha Morton,,
1566,Sylvio Tabet,Michael Berryman,,
1567,Rick Bieber,Aidan Quinn,,
1359,Claude Chabrol,Benoît Magimel,,
933,Shana Feste,Jennifer Ehle,,
403,Wayne Wang,Bingbing Li,,
1568,Joey Lauren Adams,Tim Blake Nelson,,
1136,Peter Cattaneo,James Nesbitt,,
1569,Fred Zinnemann,Meryl Streep,,
1570,S.R. Bindler,Matthew McConaughey,,
654,Tony Kaye,Noam Chomsky,,
1571,Greg Marcks,Henry Thomas,,
1572,Perry Lang,Catherine Bell,,
1573,Jake Goldberger,Pruitt Taylor Vince,,
1154,Stefan Ruzowitzky,Charlie Hunnam,,
1384,Vic Sarin,Connie Nielsen,,
1574,William Kaufman,Drew Waters,,
114,NA,Romola Garai,,
472,David Cronenberg,Debbie Harry,,
1575,Cédric Klapisch,Romain Duris,,
1576,Kate Barker-Froyland,Anne Hathaway,,
467,Barbet Schroeder,Ryan Gosling,,
1577,Martin Koolhoven,Yorick van Wageningen,,
1578,Charles Matthau,Billy Burke,,
408,John Frankenheimer,Jeanne Moreau,,
1579,Christopher M. Bessette,Mira Sorvino,,
1580,Prachya Pinkaew,Jon Foo,,
1581,Gary Sinyor,Sean Pertwee,,
114,NA,Simon Bird,,
1382,Gurinder Chadha,Archie Panjabi,,
1431,John Sayles,Miguel Ferrer,,
1194,Preston A. Whitmore II,Wesley Jonathan,,
1582,Ashish R. Mohan,Asin,,
1296,Jaume Balagueró,Jonathan D. Mellor,,
1406,Stewart Raffill,Kayla Jackson,,
1541,George Roy Hill,Eileen Brennan,,
660,Hugh Hudson,Alice Krige,,
1583,Darren Grant,Cicely Tyson,,
616,Scott Hicks,Noah Taylor,,
1584,Joseph Gordon-Levitt,Joseph Gordon-Levitt,,
327,Clint Eastwood,Clint Eastwood,,
993,Terry Zwigoff,Scarlett Johansson,,
769,Richard Eyre,Kate Winslet,,
1585,William Sachs,Stephen Macht,,
1586,Christophe Barratier,Jean-Baptiste Maunier,,
1587,Émile Gaudreault,Paul Sorvino,,
1588,James Cox,Alexis Dziena,,
438,Spike Lee,Ruby Dee,,
1589,James Toback,Sarah Michelle Gellar,,
1590,Aki Kaurismäki,Jean-Pierre Léaud,,
1077,Gaspar Noé,Philippe Nahon,,
1591,Hitoshi Matsumoto,Lindsay Kay Hayward,,
1592,Rakeysh Omprakash Mehra,Anupam Kher,,
1593,Collin Schiffli,Kim Shaw,,
1594,George Ratliff,Jim Gaffigan,,
670,David Wain,Jon Hamm,,
1595,Shane Meadows,Bob Hoskins,,
1086,Morten Tyldum,Aksel Hennie,,
1596,Jon Wright,Russell Tovey,,
1597,Michael McGowan,Campbell Scott,,
1598,Liv Ullmann,Samantha Morton,,
901,Jeannot Szwarc,Teresa Wright,,
1599,Rohan Sippy,Abhishek Bachchan,,
34,James Wan,Lin Shaye,,
1304,Darren Lynn Bousman,Emmanuelle Vaugier,,
1600,Dan Trachtenberg,Bradley Cooper,,
900,Jeff Tremaine,Bam Margera,,
1601,David F. Sandberg,Billy Burke,,
930,Henry Joost,Johanna Braddy,,
1602,Stiles White,Lin Shaye,,
169,Chuck Russell,John Saxon,,
1328,Joel Edgerton,Busy Philipps,,
1603,Eugenio Derbez,Eugenio Derbez,,
930,Henry Joost,Matt Shively,,
1604,Henry Koster,Richard Burton,,
884,Blake Edwards,Burt Kwouk,,
841,Rachel Talalay,Johnny Depp,,
1605,Patty Jenkins,Charlize Theron,,
811,Richard Fleischer,James Mason,,
1606,Christopher Landon,Richard Cabral,,
508,David Lynch,Anthony Hopkins,,
646,Jean-Marc Vallée,Matthew McConaughey,,
1607,David Gelb,Olivia Wilde,,
4,Christopher Nolan,Callum Rennie,,
1608,Mike Flanagan,James Lafferty,,
610,Kevin Smith,Ethan Suplee,,
565,Stephen Daldry,Julie Walters,,
1609,Nat Faxon,Steve Carell,,
1610,George Jackson,William Schallert,,
84,George Miller,Tony Bonner,,
1611,Maurice Joyce,Frank Welker,,
1612,Robert Duvall,John Beasley,,
1613,Frank Perry,Faye Dunaway,,
1614,Jesse Peretz,Zooey Deschanel,,
250,Stephen Hopkins,William Hurt,,
1615,Ice Cube,Bernie Mac,,
1285,Tim Blake Nelson,Mekhi Phifer,,
1235,John Erick Dowdle,Ben Feldman,,
804,Bille Woodruff,Boris Kodjoe,,
1023,Kasi Lemmons,Jurnee Smollett-Bell,,
1616,Richard Glatzer,Kristen Stewart,,
1617,Michael Curtiz,Gene Tierney,,
1618,Bruce Malmuth,Sylvester Stallone,,
1619,Rob Hedden,Kane Hodder,,
503,Joel Zwick,Nia Vardalos,,
1620,Harmony Korine,James Franco,,
1621,Joe Chappelle,Donald Pleasence,,
123,Alfonso Cuarón,Maribel Verdú,,
230,Edgar Wright,Peter Serafinowicz,,
1622,Mickey Liddell,Jessica Lowndes,,
1431,John Sayles,Matthew McConaughey,,
808,Dwight H. Little,Donald Pleasence,,
1623,Fred Walton,Thomas F. Wilson,,
278,Barry Levinson,Steve Guttenberg,,
1624,Steve Carver,David Carradine,,
1625,Gonzalo López-Gallego,Warren Christie,,
1626,Christine Jeffs,Clifton Collins Jr.,,
1235,John Erick Dowdle,Sterling Jerins,,
1627,Don Coscarelli,Vanna Bonta,,
1545,King Vidor,Gina Lollobrigida,,
1628,Michael Tiddes,Fred Willard,,
1629,Bill Duke,Eddie Cibrian,,
1630,Frank Borzage,Gary Cooper,,
804,Bille Woodruff,Donald Faison,,
1631,Mamoru Hosoda,Lara Jill Miller,,
1632,Brian Dannelly,Macaulay Culkin,,
1633,Denys Arcand,Marie-Josée Croze,,
422,Richard Lester,Robert Shaw,,
1634,J.S. Cardone,Brendan Fehr,,
1495,Guy Hamilton,Harrison Ford,,
1635,Jay Levey,Fran Drescher,,
1636,Nicholaus Goossen,Linda Cardellini,,
1403,Tamara Jenkins,Natasha Lyonne,,
738,Sergio Leone,Claudia Cardinale,,
48,Jon Favreau,Jon Favreau,,
76,Duncan Jones,Kevin Spacey,,
1374,Scott Marshall,Miranda Cosgrove,,
1637,Ronan Chapalain,Norbert Ferrer,,
843,Atom Egoyan,Bruce Greenwood,,
1638,Xavier Beauvois,Lambert Wilson,,
1639,Randall Miller,Alan Rickman,,
1640,Jerry Belson,Cassandra Peterson,,
17,Peter Jackson,Kate Winslet,,
1201,Michael Polish,Hayden Christensen,,
1641,Dan Rush,Will Ferrell,,
562,Jake Kasdan,Kim Dickens,,
1143,Brad Anderson,Christian Bale,,
1219,Paul Schrader,Dana Delany,,
1642,Michael Cuesta,Jeremy Renner,,
1560,John Cameron Mitchell,Dianne Wiest,,
1643,Fenton Bailey,Macaulay Culkin,,
1644,Jeremy Saulnier,Alia Shawkat,,
1645,Billy Kent,Liza Minnelli,,
1646,James Manera,Joaquim de Almeida,,
471,Wes Anderson,Andrew Wilson,,
862,Kevin Spacey,Viggo Mortensen,,
1647,Feroz Abbas Khan,Akshaye Khanna,,
1648,Errol Morris,Jeffrey Frost,,
1649,Dennis Hopper,Raymond Burr,,
1650,Eli Craig,Katrina Bowden,,
1651,Nicholas Fackler,Adam Scott,,
1652,Richard Wallace,Judith Anderson,,
1653,Morgan J. Freeman,Ethan Suplee,,
1654,Matthew Hastings,Meghan Ory,,
94,M. Night Shyamalan,Ocean James,,
210,Brian De Palma,Mike Figueroa,,
1655,Klaus Menzel,Adam Garcia,,
114,NA,Holly Hunter,,
1656,Oren Peli,Glenn Campbell,,
1296,Jaume Balagueró,Luis Tosar,,
1657,Paul Andrew Williams,Dave Legeno,,
393,Stephen Herek,Henry Ian Cusick,,
1204,Bob Saget,Alyson Hannigan,,
1658,Jim Amatulli,Heather Locklear,,
114,NA,Corbin Bernsen,,
1659,William H. Macy,Billy Crudup,,
1660,Barrett Esposito,Chazz Palminteri,,
1504,Mitch Davis,Gary Cole,,
1341,Eric Bross,Teri Polo,,
1219,Paul Schrader,Nicolas Cage,,
1661,Vicky Jewson,James Frain,,
178,Peter Hyams,David Huddleston,,
1662,Marc Bennett,Michael Rapaport,,
1663,Mike Mayhall,David Raizor,,
610,Kevin Smith,Johnny Depp,,
1664,Stanton Barrett,Mikal Vega,,
1665,Jirí Menzel,Julia Jentsch,,
1666,Fatih Akin,Udo Kier,,
516,Billy Bob Thornton,Robert Duvall,,
1667,Nick Murphy,Isaac Hempstead Wright,,
1481,Eli Roth,Jay Hernandez,,
791,Michael Winterbottom,Steve Coogan,,
1009,Jeff Nichols,Katy Mixon,,
1668,Frank LaLoggia,Alex Rocco,,
1669,Jeremy Brock,Rupert Grint,,
1670,Scott Foley,Donald Faison,,
625,Tobe Hooper,Bill Johnson,,
1564,Sam Peckinpah,James Coburn,,
1100,Nicolas Winding Refn,Ryan Gosling,,
1671,Christophe Ali,Denis Lavant,,
1672,Gabriela Tagliavini,Maria Conchita Alonso,,
1673,Shekar,Bhama,,
1674,Shona Auerbach,Gerard Butler,,
1675,Leonard Farlinger,Keith Carradine,,
1676,Michel Leclerc,Sara Forestier,,
1677,Analeine Cal y Mayor,Zoë Kravitz,,
1678,Tom Kalin,Eddie Redmayne,,
1679,Robert Sarkies,William Kircher,,
633,Hugh Wilson,Steve Guttenberg,,
1171,Randal Kleiser,Brooke Shields,,
37,Mike Newell,Kristin Scott Thomas,,
942,Amy Heckerling,Jennifer Jason Leigh,,
1680,John Huston,Royal Dano,,
438,Spike Lee,Philip Seymour Hoffman,,
114,NA,Dan Fogler,,
45,Lana Wachowski,Christopher Meloni,,
122,Darren Aronofsky,Ellen Burstyn,,
1681,Walter Lang,Dana Andrews,,
1682,Carlos Saura,Mía Maestro,,
79,Oliver Stone,Jim Belushi,,
1683,Andrew Erwin,Alex Kendrick,,
827,Richard Kelly,Jake Gyllenhaal,,
1684,Beto Gómez,Jaime Camil,,
1685,Mike van Diem,Jan Decleir,,
1686,Jonas Åkerlund,Patrick Fugit,,
1687,Todd Solondz,Rich Pecci,,
1258,Chan-wook Park,Min-sik Choi,,
1688,René Féret,Nicolas Giraud,,
1689,Barry Skolnick,Jason Statham,,
1690,Johnnie To,Simon Yam,,
1691,Mateo Gil,Sam Shepard,,
1692,Lukas Moodysson,Oksana Akinshina,,
1693,Agnieszka Wojtowicz-Vosloo,Liam Neeson,,
1694,Kabir Sadanand,Jimmy Shergill,,
430,Milos Forman,Scatman Crothers,,
1695,Peter DeLuise,Katherine McNamara,,
874,Mel Brooks,Sid Caesar,,
1696,Raja Menon,Nimrat Kaur,,
114,NA,Zack Ward,,
1494,Ernie Barbarash,Michael Jai White,,
1697,Nick Love,Hayley Atwell,,
957,Jonathan Glazer,Ray Winstone,,
220,Daniel Espinosa,Fabian Bolin,,
727,Niki Caro,Keisha Castle-Hughes,,
1698,R. Balki,Vidya Balan,,
1699,Ivan Engler,Yangzom Brauen,,
97,Joe Wright,Hugh Jackman,,
354,Kenny Ortega,Lucas Grabeel,,
114,NA,Dorian Missick,,
1355,Richard Kwietniowski,Jason Priestley,,
205,Timur Bekmambetov,Konstantin Khabenskiy,,
436,Neil Jordan,Jim Broadbent,,
951,Bob Clark,Art Hindle,,
234,George A. Romero,Julian Richings,,
234,George A. Romero,Judith O'Dea,,
572,Sofia Coppola,Scarlett Johansson,,
697,Woody Allen,Woody Allen,,
1700,Cecil B. DeMille,Gloria Grahame,,
19,Ridley Scott,Christian Bale,,
13,Marc Forster,Heath Ledger,,
1701,Henry Hobson,Joely Richardson,,
1702,Mike Figgis,Nicolas Cage,,
1703,Duane Journey,Molly C. Quinn,,
1540,Dan O'Bannon,Linnea Quigley,,
1704,Billy Wilder,Austin Pendleton,,
50,Rob Cohen,Ryan Guzman,,
1307,Carol Reed,Gina Lollobrigida,,
114,NA,Holly Hunter,,
1705,Lisa Cholodenko,Josh Hutcherson,,
470,John Carpenter,Meg Foster,,
1706,John Sturges,James Coburn,,
1707,William Arntz,Marlee Matlin,,
1708,Ed Gass-Donnelly,Muse Watson,,
777,Richard Linklater,Ellar Coltrane,,
697,Woody Allen,Scarlett Johansson,,
25,Tim Burton,Cary-Hiroyuki Tagawa,,
1709,DJ Pooh,Angell Conwell,,
1709,DJ Pooh,Mo'Nique,,
1040,Wayne Kramer,Estella Warren,,
1680,John Huston,Montgomery Clift,,
1563,Patrick Stettner,Robin Williams,,
1710,James Melkonian,Vincent Pastore,,
549,Wes Craven,Frank Grillo,,
574,J.A. Bayona,Geraldine Chaplin,,
1628,Michael Tiddes,Ashley Rickards,,
1711,Roger Avary,Ian Somerhalder,,
932,Alfred Hitchcock,Roscoe Lee Browne,,
1356,Bob Odenkirk,Dylan Baker,,
1712,Allison Anders,Salma Hayek,,
1049,Steven Shainberg,Jeremy Davies,,
1713,Rick de Oliveira,Laura Ramsey,,
79,Oliver Stone,Michael Wincott,,
1251,Christopher Guest,Catherine O'Hara,,
1714,Jeff Franklin,Ivana Milicevic,,
391,John Dahl,Philip Baker Hall,,
1715,Mike Mills,Kelli Garner,,
610,Kevin Smith,Anna Gunn,,
1716,Dave McKean,Stephanie Leonidas,,
1717,Ron Fricke,Collin Alfredo St. Dic,,
1718,Ruggero Deodato,Michael Berryman,,
1719,Gavin Wiesen,Michael Angarano,,
1720,Mora Stephens,Ray Winstone,,
1721,Mars Callahan,Chazz Palminteri,,
1702,Mike Figgis,Kelly Macdonald,,
1722,Leos Carax,Kylie Minogue,,
474,David Gordon Green,Nicolas Cage,,
1723,Stefan Schwartz,Peter McNamara,,
201,Renny Harlin,Viggo Mortensen,,
1724,Robert Lee King,Lauren Ambrose,,
782,Kevin Allen,Craig Ferguson,,
1725,Jorge Ramírez Suárez,Hector Kotsifakis,,
1339,David Schwimmer,Noah Emmerich,,
278,Barry Levinson,Anna Friel,,
1198,Sam Miller,Rachel Griffiths,,
871,Anne Fontaine,Robin Wright,,
1726,Dan Ireland,Salma Hayek,,
1727,Fernando León de Aranoa,Luis Tosar,,
1728,Jim Mickle,Connor Paolo,,
114,NA,Doug Brochu,,
573,Stephen Kay,Keanu Reeves,,
1729,Karim Aïnouz,Wagner Moura,,
1730,Sam Levinson,George Kennedy,,
1389,Julian Gilbey,Ed Speleers,,
728,Vincenzo Natali,David Hewlett,,
1731,Aleksandr Veledinskiy,Konstantin Khabenskiy,,
1732,Peter H. Hunt,Blythe Danner,,
1733,Ruba Nadda,Saad Siddiqui,,
1734,Howard Hughes,Jean Harlow,,
1735,Edward Burns,Debra Messing,,
712,Phil Joanou,Lily Rabe,,
1736,Sean Byrne,Robin McLeavy,,
1440,Chris Stokes,Kristen Quintrall,,
1737,Mark Griffiths,Eric Mabius,,
1738,Bruce Macdonald,Rachel Hendrix,,
205,Timur Bekmambetov,Morgan Freeman,,
1569,Fred Zinnemann,Robert Shaw,,
860,Sidney Lumet,Robert Duvall,,
1739,Victor Fleming,Hattie McDaniel,,
1740,Richard Raymond,Tom Cullen,,
1564,Sam Peckinpah,James Coburn,,
1741,Alan Jacobs,Snoop Dogg,,
1742,George Sidney,Keenan Wynn,,
1743,Christopher Morris,Kayvan Novak,,
1744,Andrucha Waddington,Fernanda Montenegro,,
1745,Peter Stebbings,Michael Kelly,,
1746,Vincente Minnelli,Gladys Cooper,,
1747,Dagur Kári,Alice Olivia Clarke,,
1000,Nicholas Hytner,Dominic Cooper,,
445,Jaume Collet-Serra,Liam Neeson,,
114,NA,David Ogden Stiers,,
829,John Schlesinger,Brenda Vaccaro,,
1136,Peter Cattaneo,Tom Wilkinson,,
1748,Jim Abrahams,Peter Graves,,
1749,Kevin Carraway,Michael Jai White,,
274,F. Gary Gray,Nia Long,,
243,Albert Hughes,Jada Pinkett Smith,,
114,NA,Ta'Rhonda Jones,,
1750,Michael Gornick,George Kennedy,,
1564,Sam Peckinpah,Slim Pickens,,
1751,Richard Brooks,John Forsythe,,
1569,Fred Zinnemann,Colleen Dewhurst,,
1046,Jack Smight,Janet Leigh,,
932,Alfred Hitchcock,Bernard Cribbins,,
1752,Robert Eggers,Julian Richings,,
1753,Michael Martin,Joe Estevez,,
1735,Edward Burns,John Mahoney,,
112,Bill Condon,Brendan Fraser,,
890,Juan José Campanella,Ricardo Darín,,
234,George A. Romero,Greg Nicotero,,
1754,Gideon Raff,Gideon Emery,,
7,Sam Raimi,Ted Raimi,,
1755,Louis C.K.,Wanda Sykes,,
1756,Anthony C. Ferrante,Ian Ziering,,
1757,Salvador Carrasco,Elpidia Carrillo,,
1758,André Øvredal,Otto Jespersen,,
1759,Robert Cary,Frances Conroy,,
410,Akiva Schaffer,Will Forte,,
1760,Adam Rapp,Zooey Deschanel,,
449,Angela Robinson,Jordana Brewster,,
1761,Warren P. Sonoda,Diahann Carroll,,
1762,Amanda Gusack,Alice Krige,,
1763,Avi Nesher,Fisher Stevens,,
114,NA,James Nesbitt,,
1764,Charles Adelman,Teri Polo,,
1765,Jay Oliva,Michael Emerson,,
1766,Charles Ferguson,Jane Goodall,,
389,Uwe Boll,Bashar Rahal,,
1767,Mark Young,Alexa PenaVega,,
1768,Daniel Petrie Jr.,Chris Brochu,,
1769,Antonio Simoncini,Ray Winstone,,
874,Mel Brooks,Madeline Kahn,,
1770,Luc Jacquet,Morgan Freeman,,
958,J.C. Chandor,Kevin Spacey,,
1771,Eldar Rapaport,Murray Bartlett,,
1772,Clark Gregg,Anjelica Huston,,
1773,Damien Chazelle,J.K. Simmons,,
788,Fernando Meirelles,Alice Braga,,
1774,Justin Kerrigan,Danny Dyer,,
1775,Nathan Frankowski,Corbin Bleu,,
1776,Karen Moncrieff,James Franco,,
1471,Thomas Vinterberg,Thomas Bo Larsen,,
951,Bob Clark,Zack Ward,,
956,Alejandro Monteverde,Armando Riesco,,
1115,Mark L. Lester,Roddy McDowall,,
1777,Jennifer Finnigan,Geoff Stults,,
1778,Eric Styles,Samantha Morton,,
1779,Laurent Cantet,François Bégaudeau,,
336,Roman Polanski,John Cassavetes,,
1780,John Ford,Lee Marvin,,
1781,Max Mayer,Peter Gallagher,,
1782,Joshua Marston,Catalina Sandino Moreno,,
1715,Mike Mills,Goran Visnjic,,
1783,John Gulager,Krista Allen,,
460,John Landis,John Belushi,,
1495,Guy Hamilton,Honor Blackman,,
1784,Brandon Cronenberg,Sarah Gadon,,
1785,Frank Capra,Donna Reed,,
465,Danny Boyle,Kelly Macdonald,,
438,Spike Lee,Bernie Mac,,
1786,Tod Williams,Sprague Grayden,,
607,Kirk Jones,James Nesbitt,,
943,Michael Moore,Michael Moore,,
188,Yimou Zhang,Li Gong,,
1787,Jack Sholder,Clu Gulager,,
1073,James Ivory,Julian Sands,,
1305,James DeMonaco,Rhys Wakefield,,
246,Scott Derrickson,Danielle Kotch,,
1130,David Raynr,Nancy O'Dell,,
1751,Richard Brooks,Burl Ives,,
1788,Ted Post,Linda Harrison,,
612,Charles Martin Smith,Kevin Zegers,,
1789,Kunihiko Yuyama,Veronica Taylor,,
1790,Tom McLoughlin,Tony Goldwyn,,
768,David Lean,William Holden,,
477,Patrick Read Johnson,Ariana Richards,,
932,Alfred Hitchcock,Ed Lauter,,
1704,Billy Wilder,Fred MacMurray,,
1791,Adam Marcus,Kane Hodder,,
932,Alfred Hitchcock,Tamara Toumanova,,
153,Michel Gondry,Common,,
1792,John Maclean,Michael Fassbender,,
1311,Michael Schultz,Blair Underwood,,
1793,Benny Boom,Omari Hardwick,,
1751,Richard Brooks,Shirley Jones,,
1392,Stanley Kramer,Maximilian Schell,,
1130,David Raynr,Donald Faison,,
114,NA,Matthew Senreich,,
1794,Howard Hawks,Montgomery Clift,,
1795,Nnegest Likké,Mo'Nique,,
777,Richard Linklater,Seamus Davey-Fitzpatrick,,
1796,Christopher Leitch,John Astin,,
1627,Don Coscarelli,Angus Scrimm,,
1311,Michael Schultz,Loretta Devine,,
1797,Patricia Cardoso,America Ferrera,,
114,NA,Rachel Griffiths,,
486,Deepa Mehta,John Abraham,,
1798,Damien O'Donnell,Archie Panjabi,,
1799,Peter M. Cohen,Callie Thorne,,
873,Mira Nair,Indira Varma,,
1453,Nicole Holofcener,Oliver Platt,,
1800,Mel Stuart,Peter Ostrum,,
1801,Anthony Hickox,Julian Sands,,
1802,Tom Schulman,Kristy Swanson,,
428,Terrence Malick,Sam Shepard,,
1803,Jill Sprecher,Matthew McConaughey,,
1804,Darren Stein,Julie Benz,,
1179,Julian Schnabel,Gary Oldman,,
1351,Noah Baumbach,Greta Gerwig,,
82,Gavin Hood,Terry Pheto,,
1687,Todd Solondz,Philip Seymour Hoffman,,
859,George Gallo,Eddie Griffin,,
610,Kevin Smith,Johnny Depp,,
1258,Chan-wook Park,Min-sik Choi,,
1805,David Nixon,Robyn Lively,,
1806,Jason Eisener,Gregory Smith,,
1807,Enrique Begne,Kevin Pollak,,
1808,Matthew Bright,Bokeem Woodbine,,
1809,Michael Landon Jr.,William Morgan Sheppard,,
1810,Andrea Arnold,Michael Fassbender,,
1811,Whit Stillman,Greta Gerwig,,
114,NA,Craig T. Nelson,,
1812,Leslye Headland,Kirsten Dunst,,
114,NA,Danny Pino,,
1813,Bobby Roth,Virginia Madsen,,
1814,Tim Heidecker,Michael Gross,,
197,Rupert Wyatt,George Kennedy,,
114,NA,Susan Hampshire,,
1262,Marco Kreuzpaintner,Alicja Bachleda,,
1815,Kate Connor,Johnny Pacar,,
1816,Deon Taylor,Matt Cohen,,
1817,Jason Alexander,Gretchen Mol,,
1022,Xavier Gens,Michael Biehn,,
1818,Conor McPherson,Aidan Quinn,,
1819,Will Canon,Frank Grillo,,
1820,Philip Zlotorynski,Neil Hopkins,,
25,Tim Burton,Johnny Depp,,
1821,Lance Kawas,Taylor Negron,,
1822,Francesca Gregorini,Tom Everett Scott,,
1823,Marcio Garcia,John Savage,,
670,David Wain,Christopher Meloni,,
1824,Craig Moss,French Stewart,,
1825,Michael Jai White,Michael Jai White,,
1003,John Boorman,Lee Marvin,,
1826,Paolo Monico,Stephanie Szostak,,
1827,Youssef Delara,Noel Gugliemi,,
1828,Darin Scott,Julian Morris,,
1829,Christian Sesma,Bokeem Woodbine,,
1830,Monte Hellman,Everett McGill,,
86,Kenneth Branagh,Hayley Atwell,,
1831,Brian Caunter,Mike Starr,,
1832,Chris D'Arienzo,Judy Greer,,
386,Walter Salles,Fernanda Montenegro,,
1785,Frank Capra,Ann-Margret,,
1833,Isaac Florentine,Anthony L. Fernandez,,
1834,Susan Seidelman,Dyan Cannon,,
1201,Michael Polish,Olivia Rose Keegan,,
1835,Heidi Ewing,Greg Crowe,,
106,Richard Donner,Lee Remick,,
631,Alexandre Aja,Cécile De France,,
1836,Leon Ford,Maeve Dermody,,
1837,Hank Braxtan,Q'orianka Kilcher,,
1129,Craig Brewer,Isaac Hayes,,
1704,Billy Wilder,Nehemiah Persoff,,
1838,John Carl Buechler,Kane Hodder,,
1739,Victor Fleming,Margaret Hamilton,,
874,Mel Brooks,Madeline Kahn,,
234,George A. Romero,Megan Park,,
1839,Rajkumar Hirani,Vidya Balan,,
1840,Victor Nunez,Peter Fonda,,
1260,Carroll Ballard,Teri Garr,,
1841,Rohit Jugraj,Bhavkhandan Singh Rakhra,,
1842,Thorbjørn Christoffersen,Iben Hjejle,,
1780,John Ford,Lee Marvin,,
1843,Alex van Warmerdam,Rijk de Gooyer,,
1739,Victor Fleming,Spencer Tracy,,
874,Mel Brooks,Madeline Kahn,,
1320,Joseph Zito,Judie Aronson,,
1844,Pawel Pawlikowski,Joanna Kulig,,
1073,James Ivory,Rupert Graves,,
1845,Frank Sebastiano,Joe Lo Truglio,,
659,Rand Ravich,Johnny Depp,,
1846,Stacy Peralta,Gerry Lopez,,
1847,Nacho Vigalondo,Karra Elejalde,,
1848,Hao Ning,Jack Kao,,
1849,Tony Giglio,Brianna Brown,,
1850,Stanley Donen,Rita Moreno,,
1851,Joe Cross,Joe Cross,,
1628,Michael Tiddes,Essence Atkins,,
1852,Dinesh D'Souza,Barack Obama,,
1096,Rob Zombie,Scout Taylor-Compton,,
709,Tom Hanks,Tom Hanks,,
1853,Tommy Lee Wallace,Tom Atkins,,
1854,Don Taylor,Roddy McDowall,,
1287,Martin Ritt,Patricia Neal,,
1855,Leslie Small,David Jason Perez,,
526,Gus Van Sant,Keanu Reeves,,
1558,Zach Braff,Armando Riesco,,
777,Richard Linklater,Hanno Pöschl,,
1856,Éric Tessier,Patrick Huard,,
1857,Alison Maclean,Billy Crudup,,
1858,Alice Wu,Joan Chen,,
1859,Sarah Gavron,Satish Kaushik,,
1241,Jake Schreier,Frank Langella,,
1860,Isabel Coixet,Sarah Polley,,
1861,James Ponsoldt,Shailene Woodley,,
1639,Randall Miller,William Hurt,,
328,Larry Charles,Bill Maher,,
1862,Joshua Tickell,Larry David,,
1863,Tim Boxell,Bruce McGill,,
437,Rawson Marshall Thurber,Gary Cole,,
1864,Michael D. Sellers,Katharine Ross,,
1865,Reed Cowan,Dustin Lance Black,,
1866,James Dodson,Larry Miller,,
1154,Stefan Ruzowitzky,Benno Fürmann,,
1867,Alex Rivera,Leonor Varela,,
67,James Gunn,Linda Cardellini,,
1868,John Murlowski,Ashley Scott,,
1869,Benni Diez,Clifton Collins Jr.,,
1870,Danny Perez,Natasha Lyonne,,
438,Spike Lee,Bernie Mac,,
1871,Robby Henson,Marc Blucas,,
1231,Mike Judge,Anthony 'Citric' Campos,,
1872,Zackary Adler,Simon Merrells,,
1595,Shane Meadows,Stephen Graham,,
1873,Dominic Burns,Julian Glover,,
1742,George Sidney,Esther Williams,,
1874,Carmen Marron,Jossara Jinaro,,
704,Tim McCanlies,Ethan Embry,,
1742,George Sidney,Agnes Moorehead,,
853,Mario Van Peebles,Tom Skerritt,,
1875,Jason Stone,Topher Grace,,
1876,Jerry Rees,Jon Lovitz,,
253,James Algar,Leopold Stokowski,,
411,William Friedkin,Roy Scheider,,
1877,Jaco Booyens,Nicole Smolen,,
602,Steve Miner,Richard Brooker,,
1878,Danny Steinmann,Tiffany Helm,,
1809,Michael Landon Jr.,Henry Thomas,,
1879,Jon Gunn,Alexa PenaVega,,
1880,Hayley Cloake,Brian Austin Green,,
1881,Tay Garnett,Jessica Tandy,,
1882,Shyam Madiraju,Jessica Lowndes,,
1883,Harmage Singh Kalirai,Saeed Jaffrey,,
1884,Rita Merson,Ryan Guzman,,
1561,Jon Knautz,Rachel Skarsten,,
1885,William Wyler,Myrna Loy,,
1886,Larry Clark,Kelli Garner,,
